technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,num_seen_cells,cell_tower_distance
4G_LTE,-96,2147483647,-96,-8,-67,2147483647,44,5110,95,73,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199786931,14069.632506664,2024-08-20 20:23:06.931000,-112.1242292,37.1062228,1636.48155862852,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-100,2147483647,-100,-9,-71,2147483647,40,5110,95,72,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199787934,14070.634757445,2024-08-20 20:23:07.934000,-112.12407443424723,37.106331868624224,1636.0019396800335,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-100,2147483647,-100,-9,-71,2147483647,40,5110,95,72,116564497,39177,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199788948,14071.649112705,2024-08-20 20:23:08.948000,-112.1242292,37.1062228,1636.48155862852,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-95,2147483647,-95,-9,-69,2147483647,45,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199789952,14072.653689527,2024-08-20 20:23:09.952000,-112.12402988816258,37.10636326174629,1635.8638913980358,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-95,2147483647,-95,-9,-69,2147483647,45,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199790957,14073.658138017,2024-08-20 20:23:10.957000,-112.1242292,37.1062228,1636.48155862852,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-93,2147483647,-93,-10,-65,2147483647,47,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199791959,14074.660773954,2024-08-20 20:23:11.959000,-112.12395083791442,37.106418971111296,1635.6189147399296,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-93,2147483647,-93,-10,-65,2147483647,47,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199792962,14075.662992808,2024-08-20 20:23:12.962000,-112.1242292,37.1062228,1636.48155862852,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-92,2147483647,-92,-8,-65,2147483647,48,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199793970,14076.669941036,2024-08-20 20:23:13.970000,-112.12376356512732,37.106550948534455,1635.038556517144,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-92,2147483647,-92,-8,-65,2147483647,48,5110,95,72,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199794968,14077.669684317,2024-08-20 20:23:14.968000,-112.1242292,37.1062228,1636.48155862852,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
4G_LTE,-93,2147483647,-93,-8,-67,2147483647,47,5110,95,71,116564497,39177,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724199795987,14078.688709525,2024-08-20 20:23:15.987000,-112.12283183344262,37.10720757114754,1632.151120744678,490251301001711,UT,49025130100,9665554537,490251301001711,5999548,49025,Kane County,,1,1.0,
