technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,num_seen_cells,cell_tower_distance
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360249974,26791.617063269,2024-08-22 16:57:29.974000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-92,2147483647,-92,-19,-59,2147483647,48,1000,167,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360249974,26791.617063269,2024-08-22 16:57:29.974000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-94,2147483647,-94,-18,-67,2147483647,46,1000,105,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360249974,26791.617063269,2024-08-22 16:57:29.974000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-86,2147483647,-86,-13,-53,2147483647,54,1000,367,2,134705673,27207,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360249974,26791.617063269,2024-08-22 16:57:29.974000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-86,2147483647,-86,-13,-53,2147483647,54,1000,367,2,134705673,27207,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360249974,26791.617063269,2024-08-22 16:57:29.974000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-81,2147483647,-81,-11,-61,2147483647,59,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360249974,26791.617063269,2024-08-22 16:57:29.974000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.86240082353416,32.915669776061065,119.2783275952084,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-94,2147483647,-94,-18,-67,2147483647,46,1000,105,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-92,2147483647,-92,-19,-59,2147483647,48,1000,167,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-81,2147483647,-81,-11,-61,2147483647,59,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-81,2147483647,-81,-11,-61,2147483647,59,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-92,2147483647,-92,-19,-59,2147483647,48,1000,167,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-94,2147483647,-94,-18,-67,2147483647,46,1000,105,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-86,2147483647,-86,-13,-53,2147483647,54,1000,367,2,134705673,27207,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-86,2147483647,-86,-13,-53,2147483647,54,1000,367,2,134705673,27207,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360250980,26792.622273373,2024-08-22 16:57:30.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,5.0,
4G_LTE,-93,2147483647,-93,-20,-63,2147483647,47,5330,205,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.86237657103936,32.91567575395714,119.32807383608214,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-91,2147483647,-91,-18,-59,2147483647,49,1000,105,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-11,-53,2147483647,60,1000,367,2,134705673,27207,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-88,2147483647,-88,-14,-63,2147483647,52,5330,215,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-9,-55,2147483647,60,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-91,2147483647,-91,-18,-59,2147483647,49,1000,105,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-20,-63,2147483647,47,5330,205,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-88,2147483647,-88,-14,-63,2147483647,52,5330,215,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-11,-53,2147483647,60,1000,367,2,134705673,27207,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-9,-55,2147483647,60,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360251979,26793.621879466,2024-08-22 16:57:31.979000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-88,2147483647,-88,-14,-63,2147483647,52,5330,215,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8623387721264,32.915685070853186,119.40560622368152,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-20,-63,2147483647,47,5330,205,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-9,-55,2147483647,60,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-91,2147483647,-91,-18,-59,2147483647,49,1000,105,2,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-11,-53,2147483647,60,1000,367,2,134705673,27207,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-19,-61,2147483647,47,5330,69,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-88,2147483647,-88,-14,-63,2147483647,52,5330,215,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-93,2147483647,-93,-20,-63,2147483647,47,5330,205,2,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
4G_LTE,-80,2147483647,-80,-9,-55,2147483647,60,5330,449,2,2147483647,2147483647,4,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724360252980,26794.622350768,2024-08-22 16:57:32.980000,-96.8625269,32.9156387,119.019722025398,481130096051002,TX,48113009605,1361976,481130096051002,55289,48113,Dallas County,6174.62,4,35.04,50.273,322.0,342.0,36.0,3f,atlantic_plain,coastal_plain,west_gulf_coastal_plain,3.0,6.0,
