RSRQ (LTE pcell),RSRP (LTE pcell),Physical cell identity (LTE pcell),Time,time,nemo_abs_time,longitude,latitude,altitude,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name
-10.4,-83.9,493, 8:21:46.416,2024-08-23  8:21:46.416,1724415706416.0,-96.768913,32.86311,168.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.9,-85.7,493, 8:21:47.021,2024-08-23  8:21:47.021,1724415707021.0,-96.768913,32.86311,168.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.9,-83.7,493, 8:21:47.630,2024-08-23  8:21:47.630,1724415707630.0,-96.768917875502,32.86311,166.78112449799198,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-9.8,-83.1,493, 8:21:48.278,2024-08-23  8:21:48.278,1724415708278.0,-96.7689248389328,32.863107952569166,165.48814229249012,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.0,-81.8,493, 8:21:48.911,2024-08-23  8:21:48.911,1724415708911.0,-96.76893422134388,32.8631029486166,164.23715415019765,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.4,-86.4,493, 8:21:49.412,2024-08-23  8:21:49.412,1724415709412.0,-96.76893908190092,32.863102,163.61476238624874,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.1,-80.3,493, 8:21:49.913,2024-08-23  8:21:49.913,1724415709913.0,-96.76894313447929,32.863102,163.108190091001,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.8,-82.9,493, 8:21:50.414,2024-08-23  8:21:50.414,1724415710414.0,-96.768944,32.86310356039604,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.1,-82.3,493, 8:21:51.230,2024-08-23  8:21:51.230,1724415711230.0,-96.768944,32.8631051902834,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.8,-79.9,493, 8:21:51.820,2024-08-23  8:21:51.820,1724415711820.0,-96.768944,32.86310280161943,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.7,-82.0,493, 8:21:52.481,2024-08-23  8:21:52.481,1724415712481.0,-96.76894716195122,32.863103806829265,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.6,-80.4,493, 8:21:53.146,2024-08-23  8:21:53.146,1724415713146.0,-96.768951,32.863105586760284,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.6,-80.4,493, 8:21:53.756,2024-08-23  8:21:53.756,1724415713756.0,-96.768951,32.86310313941826,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.1,-81.0,493, 8:21:54.350,2024-08-23  8:21:54.350,1724415714350.0,-96.768951,32.863102,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.1,-80.9,493, 8:21:55.029,2024-08-23  8:21:55.029,1724415715029.0,-96.768951,32.863102,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.3,-80.8,493, 8:21:55.608,2024-08-23  8:21:55.608,1724415715608.0,-96.768951,32.863102,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-80.9,493, 8:21:56.301,2024-08-23  8:21:56.301,1724415716301.0,-96.768951,32.86310305263158,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.9,-80.9,493, 8:21:56.905,2024-08-23  8:21:56.905,1724415716905.0,-96.768951,32.86310549797571,163.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.9,-81.2,493, 8:21:57.583,2024-08-23  8:21:57.583,1724415717583.0,-96.768951,32.863106,162.45148514851485,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.2,-80.7,493, 8:21:58.157,2024-08-23  8:21:58.157,1724415718157.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.5,-81.8,493, 8:21:58.888,2024-08-23  8:21:58.888,1724415718888.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-81.9,493, 8:21:59.520,2024-08-23  8:21:59.520,1724415719520.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-9.3,-82.1,493, 8:22:00.162,2024-08-23  8:22:00.162,1724415720162.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-8.6,-82.8,493, 8:22:00.803,2024-08-23  8:22:00.803,1724415720803.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.8,-81.4,493, 8:22:01.423,2024-08-23  8:22:01.423,1724415721423.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-8.4,-81.1,493, 8:22:02.108,2024-08-23  8:22:02.108,1724415722108.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.8,-82.3,493, 8:22:02.704,2024-08-23  8:22:02.704,1724415722704.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.3,-82.4,493, 8:22:03.363,2024-08-23  8:22:03.363,1724415723363.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-9.9,-82.6,493, 8:22:04.004,2024-08-23  8:22:04.004,1724415724004.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.9,-78.2,493, 8:22:04.521,2024-08-23  8:22:04.521,1724415724521.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-8.1,-78.4,493, 8:22:05.090,2024-08-23  8:22:05.090,1724415725090.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.0,-78.6,493, 8:22:05.615,2024-08-23  8:22:05.615,1724415725615.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.4,-79.6,493, 8:22:06.121,2024-08-23  8:22:06.121,1724415726121.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.8,-80.9,493, 8:22:06.633,2024-08-23  8:22:06.633,1724415726633.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.0,-80.2,493, 8:22:07.148,2024-08-23  8:22:07.148,1724415727148.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-9.9,-81.4,493, 8:22:07.848,2024-08-23  8:22:07.848,1724415727848.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.1,-81.8,493, 8:22:08.462,2024-08-23  8:22:08.462,1724415728462.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-80.4,493, 8:22:09.121,2024-08-23  8:22:09.121,1724415729121.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.6,-80.8,493, 8:22:09.742,2024-08-23  8:22:09.742,1724415729742.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.4,-80.1,493, 8:22:10.425,2024-08-23  8:22:10.425,1724415730425.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.9,-80.5,493, 8:22:11.161,2024-08-23  8:22:11.161,1724415731161.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-79.4,493, 8:22:11.684,2024-08-23  8:22:11.684,1724415731684.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.3,-79.2,493, 8:22:12.320,2024-08-23  8:22:12.320,1724415732320.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.6,-81.1,493, 8:22:12.960,2024-08-23  8:22:12.960,1724415732960.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.8,-80.0,493, 8:22:13.479,2024-08-23  8:22:13.479,1724415733479.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.2,-80.4,493, 8:22:14.074,2024-08-23  8:22:14.074,1724415734074.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.4,-81.8,493, 8:22:14.658,2024-08-23  8:22:14.658,1724415734658.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.1,-81.4,493, 8:22:15.560,2024-08-23  8:22:15.560,1724415735560.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.8,-81.6,493, 8:22:16.109,2024-08-23  8:22:16.109,1724415736109.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-81.1,493, 8:22:16.745,2024-08-23  8:22:16.745,1724415736745.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.1,-82.1,493, 8:22:17.375,2024-08-23  8:22:17.375,1724415737375.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.6,-82.3,493, 8:22:18.018,2024-08-23  8:22:18.018,1724415738018.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.5,-80.9,493, 8:22:18.666,2024-08-23  8:22:18.666,1724415738666.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.1,-79.6,493, 8:22:19.304,2024-08-23  8:22:19.304,1724415739304.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.4,-80.1,493, 8:22:19.833,2024-08-23  8:22:19.833,1724415739833.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-9.5,-80.1,493, 8:22:20.449,2024-08-23  8:22:20.449,1724415740449.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.5,-80.4,493, 8:22:20.967,2024-08-23  8:22:20.967,1724415740967.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.4,-80.1,493, 8:22:21.540,2024-08-23  8:22:21.540,1724415741540.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.2,-82.4,493, 8:22:22.075,2024-08-23  8:22:22.075,1724415742075.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.2,-81.1,493, 8:22:22.616,2024-08-23  8:22:22.616,1724415742616.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.3,-80.6,493, 8:22:23.145,2024-08-23  8:22:23.145,1724415743145.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.4,-81.5,493, 8:22:23.783,2024-08-23  8:22:23.783,1724415743783.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.5,-84.5,493, 8:22:24.421,2024-08-23  8:22:24.421,1724415744421.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.9,-84.8,493, 8:22:25.057,2024-08-23  8:22:25.057,1724415745057.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.7,-87.3,493, 8:22:25.695,2024-08-23  8:22:25.695,1724415745695.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.2,-81.4,493, 8:22:26.196,2024-08-23  8:22:26.196,1724415746196.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.1,-80.9,493, 8:22:26.792,2024-08-23  8:22:26.792,1724415746792.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.9,-83.3,493, 8:22:27.364,2024-08-23  8:22:27.364,1724415747364.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.7,-82.6,493, 8:22:27.943,2024-08-23  8:22:27.943,1724415747943.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.7,-80.4,493, 8:22:28.588,2024-08-23  8:22:28.588,1724415748588.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.4,-82.9,493, 8:22:29.103,2024-08-23  8:22:29.103,1724415749103.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.7,-79.5,493, 8:22:29.663,2024-08-23  8:22:29.663,1724415749663.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.9,-81.8,493, 8:22:30.506,2024-08-23  8:22:30.506,1724415750506.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.7,-84.6,493, 8:22:31.139,2024-08-23  8:22:31.139,1724415751139.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.0,-84.5,493, 8:22:31.779,2024-08-23  8:22:31.779,1724415751779.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.2,-82.0,493, 8:22:32.403,2024-08-23  8:22:32.403,1724415752403.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.5,-82.7,493, 8:22:32.934,2024-08-23  8:22:32.934,1724415752934.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.0,-81.7,493, 8:22:33.696,2024-08-23  8:22:33.696,1724415753696.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.7,-80.4,493, 8:22:34.316,2024-08-23  8:22:34.316,1724415754316.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.1,-79.4,493, 8:22:34.910,2024-08-23  8:22:34.910,1724415754910.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.1,-81.6,493, 8:22:35.410,2024-08-23  8:22:35.410,1724415755410.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.3,-78.7,493, 8:22:35.928,2024-08-23  8:22:35.928,1724415755928.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-78.8,493, 8:22:36.588,2024-08-23  8:22:36.588,1724415756588.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.9,-79.8,493, 8:22:37.161,2024-08-23  8:22:37.161,1724415757161.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.5,-79.3,493, 8:22:37.740,2024-08-23  8:22:37.740,1724415757740.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-78.6,493, 8:22:38.254,2024-08-23  8:22:38.254,1724415758254.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.9,-78.2,493, 8:22:38.813,2024-08-23  8:22:38.813,1724415758813.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.3,-79.3,493, 8:22:39.506,2024-08-23  8:22:39.506,1724415759506.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.3,-79.5,493, 8:22:40.225,2024-08-23  8:22:40.225,1724415760225.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.4,-79.1,493, 8:22:40.746,2024-08-23  8:22:40.746,1724415760746.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.8,-79.2,493, 8:22:41.246,2024-08-23  8:22:41.246,1724415761246.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.1,-79.1,493, 8:22:41.761,2024-08-23  8:22:41.761,1724415761761.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-79.6,493, 8:22:42.281,2024-08-23  8:22:42.281,1724415762281.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-79.4,493, 8:22:42.801,2024-08-23  8:22:42.801,1724415762801.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.2,-82.0,493, 8:22:43.313,2024-08-23  8:22:43.313,1724415763313.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-79.5,493, 8:22:43.939,2024-08-23  8:22:43.939,1724415763939.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.1,-80.0,493, 8:22:44.634,2024-08-23  8:22:44.634,1724415764634.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.6,-78.9,493, 8:22:45.175,2024-08-23  8:22:45.175,1724415765175.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.2,-80.3,493, 8:22:45.858,2024-08-23  8:22:45.858,1724415765858.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-79.8,493, 8:22:46.521,2024-08-23  8:22:46.521,1724415766521.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.6,-79.9,493, 8:22:47.031,2024-08-23  8:22:47.031,1724415767031.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-80.0,493, 8:22:47.659,2024-08-23  8:22:47.659,1724415767659.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.4,-79.4,493, 8:22:48.168,2024-08-23  8:22:48.168,1724415768168.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.9,-80.1,493, 8:22:48.834,2024-08-23  8:22:48.834,1724415768834.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.7,-79.3,493, 8:22:49.411,2024-08-23  8:22:49.411,1724415769411.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.5,-79.2,493, 8:22:50.017,2024-08-23  8:22:50.017,1724415770017.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.6,-83.4,493, 8:22:50.589,2024-08-23  8:22:50.589,1724415770589.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.8,-80.4,493, 8:22:51.090,2024-08-23  8:22:51.090,1724415771090.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.7,-81.2,493, 8:22:51.625,2024-08-23  8:22:51.625,1724415771625.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.8,-84.3,493, 8:22:52.296,2024-08-23  8:22:52.296,1724415772296.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.3,-81.9,493, 8:22:52.908,2024-08-23  8:22:52.908,1724415772908.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.6,-86.2,493, 8:22:53.493,2024-08-23  8:22:53.493,1724415773493.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-18.1,-89.4,493, 8:22:54.099,2024-08-23  8:22:54.099,1724415774099.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.4,-87.7,493, 8:22:54.879,2024-08-23  8:22:54.879,1724415774879.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.6,-86.6,493, 8:22:55.463,2024-08-23  8:22:55.463,1724415775463.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.1,-85.4,493, 8:22:56.190,2024-08-23  8:22:56.190,1724415776190.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.4,-86.8,493, 8:22:56.831,2024-08-23  8:22:56.831,1724415776831.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.8,-87.4,493, 8:22:57.351,2024-08-23  8:22:57.351,1724415777351.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.5,-85.4,493, 8:22:57.873,2024-08-23  8:22:57.873,1724415777873.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.5,-86.1,493, 8:22:58.415,2024-08-23  8:22:58.415,1724415778415.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.1,-88.1,493, 8:22:58.999,2024-08-23  8:22:58.999,1724415778999.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.1,-87.6,493, 8:22:59.623,2024-08-23  8:22:59.623,1724415779623.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.6,-88.1,493, 8:23:00.342,2024-08-23  8:23:00.342,1724415780342.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.6,-87.7,493, 8:23:00.867,2024-08-23  8:23:00.867,1724415780867.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.2,-87.9,493, 8:23:01.367,2024-08-23  8:23:01.367,1724415781367.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.6,-88.1,493, 8:23:02.271,2024-08-23  8:23:02.271,1724415782271.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-16.8,-90.1,493, 8:23:02.898,2024-08-23  8:23:02.898,1724415782898.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.0,-83.8,493, 8:23:03.480,2024-08-23  8:23:03.480,1724415783480.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.4,-83.6,493, 8:23:04.097,2024-08-23  8:23:04.097,1724415784097.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-11.3,-82.7,493, 8:23:04.763,2024-08-23  8:23:04.763,1724415784763.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-10.0,-82.5,493, 8:23:05.410,2024-08-23  8:23:05.410,1724415785410.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.1,-84.1,493, 8:23:06.021,2024-08-23  8:23:06.021,1724415786021.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.3,-86.8,493, 8:23:06.534,2024-08-23  8:23:06.534,1724415786534.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.6,-86.1,493, 8:23:07.105,2024-08-23  8:23:07.105,1724415787105.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.7,-86.3,493, 8:23:07.745,2024-08-23  8:23:07.745,1724415787745.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.3,-85.4,493, 8:23:08.380,2024-08-23  8:23:08.380,1724415788380.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.1,-84.8,493, 8:23:08.925,2024-08-23  8:23:08.925,1724415788925.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.1,-84.7,493, 8:23:09.462,2024-08-23  8:23:09.462,1724415789462.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.5,-85.6,493, 8:23:09.973,2024-08-23  8:23:09.973,1724415789973.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.0,-82.5,493, 8:23:10.488,2024-08-23  8:23:10.488,1724415790488.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.3,-82.8,493, 8:23:10.994,2024-08-23  8:23:10.994,1724415790994.0,-96.768951,32.863106,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-17.5,-89.9,493, 8:23:11.499,2024-08-23  8:23:11.499,1724415791499.0,-96.76895484738957,32.86310792369478,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.4,-77.8,493, 8:23:12.017,2024-08-23  8:23:12.017,1724415792017.0,-96.768959,32.86311,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-13.4,-82.5,493, 8:23:12.534,2024-08-23  8:23:12.534,1724415792534.0,-96.768959,32.86311,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.9,-82.5,493, 8:23:13.048,2024-08-23  8:23:13.048,1724415793048.0,-96.768959,32.86311,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-16.2,-83.6,493, 8:23:13.549,2024-08-23  8:23:13.549,1724415793549.0,-96.768959,32.86311,162.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-16.2,-85.8,493, 8:23:14.072,2024-08-23  8:23:14.072,1724415794072.0,-96.768959,32.86311,161.94616151545364,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.8,-84.4,493, 8:23:14.588,2024-08-23  8:23:14.588,1724415794588.0,-96.768959,32.86311,161.43170488534398,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.1,-86.1,493, 8:23:15.108,2024-08-23  8:23:15.108,1724415795108.0,-96.768959,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.5,-88.4,493, 8:23:15.610,2024-08-23  8:23:15.610,1724415795610.0,-96.768959,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-16.6,-87.4,493, 8:23:16.130,2024-08-23  8:23:16.130,1724415796130.0,-96.7689598968254,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.8,-83.2,493, 8:23:16.633,2024-08-23  8:23:16.633,1724415796633.0,-96.76896388888888,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.3,-83.8,493, 8:23:17.143,2024-08-23  8:23:17.143,1724415797143.0,-96.768967,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-16.4,-84.8,493, 8:23:17.647,2024-08-23  8:23:17.647,1724415797647.0,-96.768967,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-14.1,-82.2,493, 8:23:18.148,2024-08-23  8:23:18.148,1724415798148.0,-96.768967,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.6,-82.9,493, 8:23:18.658,2024-08-23  8:23:18.658,1724415798658.0,-96.768967,32.86311,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-15.4,-81.1,493, 8:23:19.167,2024-08-23  8:23:19.167,1724415799167.0,-96.768967,32.86310943141153,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
-12.4,-77.8,493, 8:23:19.690,2024-08-23  8:23:19.690,1724415799690.0,-96.768967,32.86310735188867,161.0,TX,48113007912,48113007912,510365,510365,48113,Dallas County
